File,Label,Duration,Max Amplitude,Sample Rate,ZCR,MFCC,Chroma,Mel Spectrogram,Spectral Centroid,Spectral Bandwidth,Spectral Rolloff,Spectral Flux,Spectral Contrast,Spectral Flatness,RMS,Energy
---1_cCGK4M_out.wav,1,10.0,0.72875977,44100,0.05923100801189095,"[-128.8204      153.94453     -44.551456     46.30459     -14.284422
   31.65119     -14.675587     19.7703       -7.8790245     9.396491
   -4.803786      0.49942914   -0.31258616]","[0.5896564  0.58744466 0.60435575 0.63065773 0.6209135  0.5812737
 0.56127566 0.59865797 0.64929885 0.6886171  0.62404495 0.6006768 ]","[4.3590656e+01 4.5069218e+01 1.7938726e+01 1.3894104e+01 9.4456816e+00
 8.3983383e+00 5.6868439e+00 5.1442327e+00 8.0189877e+00 4.3869238e+00
 2.7140570e+00 5.2650857e+00 5.8187351e+00 1.9381759e+00 2.5915465e+00
 2.8425038e+00 1.9520112e+00 2.2884486e+00 1.5728973e+00 1.1792699e+00
 1.1968068e+00 8.8404351e-01 6.2591201e-01 4.9429110e-01 3.8930234e-01
 2.7748510e-01 1.9437845e-01 1.4314224e-01 1.3586552e-01 9.1138773e-02
 6.2458392e-02 4.5091432e-02 3.6689177e-02 2.9938661e-02 3.2526139e-02
 1.7788325e-02 7.5446563e-03 4.5806202e-04 3.7840234e-08 3.6657482e-08]",2577.6401027367697,3035.378537939827,5408.83086662558,1.1598927,18.16942477522342,0.010685003,0.15695006,12718.851
0JOdbnmi_Og_out.wav,1,10.0,0.6904602,44100,0.07415870613399073,"[-225.33205    135.51776    -58.501278     9.982522   -44.45068
    4.9934688  -19.905684    -4.712263    -4.5323257   -9.805935
   -3.4980252  -10.584822     9.397001 ]","[0.30595174 0.3171385  0.3601824  0.4003121  0.35422012 0.35151556
 0.34691423 0.3441822  0.30690083 0.30778766 0.31411773 0.2927624 ]","[1.6380872e-01 9.8779309e-01 1.7226911e+00 2.1179700e+00 5.9048615e+00
 9.6649446e+00 8.2379580e+00 9.1399479e+00 6.1845632e+00 4.3367882e+00
 5.7733750e+00 4.5807509e+00 3.2463820e+00 2.3649695e+00 1.5211776e+00
 1.1603231e+00 5.6622136e-01 2.1900024e-01 2.9254648e-01 2.5311595e-01
 1.7812791e-01 2.1288627e-01 9.6104711e-02 7.3425457e-02 6.7863509e-02
 2.9954389e-02 3.4731057e-02 5.3063564e-02 3.1754699e-02 1.4712279e-02
 1.4753117e-02 2.0063525e-02 2.2460397e-02 2.1187346e-02 2.0084001e-02
 5.4175844e-03 2.4252708e-07 1.5137492e-07 1.3557595e-07 1.2710724e-07]",2697.479978020844,2708.8283116890393,5174.588586227524,1.210541,21.90693768651409,0.00012296146,0.08684352,4418.264
-2yygHLdpXc_out.wav,1,10.0,0.99812317,44100,0.10628330735208817,"[-226.98717    101.09908   -146.91959    -21.155016    -5.8278546
  -34.957806   -20.850714    -4.43482    -21.994427   -14.063478
    3.0886345   16.436615     9.39422  ]","[0.07747294 0.10272133 0.24723306 0.33593756 0.09086763 0.08438594
 0.15449975 0.12156997 0.28989667 0.5942544  0.561373   0.18099988]","[2.0892769e-03 2.3748884e-03 3.2141488e-03 5.8282781e-03 1.2026186e+00
 3.0995745e+01 7.9036856e+00 4.8982137e-01 1.0926493e+00 4.8036885e-01
 4.5498986e+00 1.4446549e+01 2.7172248e+00 3.1259959e+00 5.3127949e+01
 6.3457157e+01 3.6551638e+00 2.0034282e+00 3.5199587e+00 4.2810278e+00
 9.6590614e+00 5.5818024e+00 2.4470114e+01 8.3918915e+00 2.9391739e+00
 1.4212464e-01 7.3524110e-02 7.6593064e-02 1.0839335e-02 2.3009423e-03
 2.1933326e-03 1.1908126e-03 3.6319156e-04 3.0862883e-04 2.6339770e-04
 1.2099521e-04 8.9560977e-05 3.0696465e-05 1.2499529e-06 1.1669133e-06]",2517.450921816852,1412.5062724023603,3580.756847266531,0.66739804,24.860609825847806,0.07954017,0.23391044,27399.408
-20uudT97E0_out.wav,1,10.0,0.7902374,44100,0.04436845181989559,"[-202.97813     187.05995     -42.500618     13.506268    -12.304253
   -7.3161087    -1.3305899   -21.910936     -7.2359967    -6.1779757
   -9.365634     -0.86350554   -3.8184347 ]","[0.17080583 0.18461816 0.25578022 0.36041123 0.38627556 0.37663817
 0.5026038  0.43101206 0.34777474 0.36401874 0.31042987 0.2171995 ]","[2.1757147e+00 1.2308041e+01 1.0951688e+01 4.5140232e+01 3.1806278e+01
 1.4885473e+01 2.3044586e+01 1.2395548e+01 2.6902509e+00 2.7674932e+00
 1.9836863e+00 2.2146416e+00 2.2867398e+00 2.8122895e+00 1.2728951e+00
 9.6710896e-01 6.3709825e-01 9.3688357e-01 5.6040573e-01 2.2626445e-01
 9.0497948e-02 6.6475332e-02 7.3500626e-02 4.8082795e-02 3.4296155e-02
 4.1171879e-02 3.6091972e-02 4.1925140e-02 2.6486950e-02 1.4283420e-02
 6.1912509e-03 3.5345161e-03 1.3693999e-03 1.5727975e-04 1.6659827e-04
 2.2348548e-04 4.0174837e-05 2.5804970e-06 1.2525735e-06 1.1687379e-06]",1694.720777836275,1867.330655785352,3100.78125,1.1114191,19.459815808504676,6.7470246e-05,0.13043454,9971.254
0-RnTXpp8Q0_out.wav,1,10.0,0.4658203,44100,0.05089340741009281,"[-417.2208     135.55249     -8.679534     3.2968297   -7.407016
   -2.0827444   -1.8871865   -9.699342    -5.9682336   -6.7855325
   -7.313311    -7.1893635   -9.945843 ]","[0.5081678  0.48614368 0.50637376 0.53718823 0.5315656  0.49080777
 0.47888014 0.47864842 0.46391243 0.48315132 0.480238   0.4945442 ]","[8.9727473e-03 3.8545024e-02 4.4983406e-02 4.0980160e-02 5.3765453e-02
 6.5862581e-02 2.7217427e-01 1.8043528e-01 1.2531285e-01 1.7099382e-01
 3.8598007e-01 1.7697620e+00 2.5539529e-01 1.0531135e-01 7.7311791e-02
 1.4781371e-01 1.5566483e-01 1.4228980e-01 1.0429157e-01 2.3002498e-02
 1.6035154e-02 7.1678534e-03 9.5418813e-03 3.3180036e-03 2.3859802e-03
 1.6885892e-03 5.0493464e-04 4.7555601e-04 1.8596787e-04 1.2709375e-04
 5.1019833e-05 2.6388176e-05 1.5885033e-05 1.1191707e-05 7.5080379e-06
 5.1504162e-06 2.8526847e-06 4.5992257e-07 4.0296926e-09 3.9833088e-09]",2396.4124722601123,3069.1146837872957,5058.104449137181,1.0692635,17.348917028206007,0.0010881783,0.01223686,308.5693
0A-jRMtiSGI_out.wav,1,10.0,1.0,44100,0.0776837342299884,"[-345.80865    142.14189    -52.760986    29.819202     9.983478
   -2.8322816   30.508463    -2.064813     3.0919385    2.4853811
  -10.679486    11.189922     2.3079603]","[0.4060468  0.40005523 0.42417222 0.45701444 0.47171572 0.4736181
 0.5597556  0.7301979  0.53278273 0.4852284  0.41291124 0.4005223 ]","[5.66225350e-01 7.55102515e-01 3.00958455e-01 1.01589657e-01
 9.13068578e-02 7.43755698e-02 2.94730067e-02 3.00001726e-02
 3.33372615e-02 4.68829051e-02 5.95739484e-02 8.84066820e-02
 1.13036685e-01 7.58353055e-01 1.44490695e+00 4.25042868e-01
 3.11686751e-02 4.45750207e-02 6.17478266e-02 6.29900843e-02
 4.89525832e-02 6.36315644e-02 4.25997078e-02 1.58151593e-02
 1.21497577e-02 1.37894535e-02 1.22013222e-02 9.93351918e-03
 4.53806389e-03 2.14154203e-03 3.90988629e-04 1.50537135e-05
 8.61553886e-08 5.99493433e-08 5.30365902e-08 4.76696691e-08
 4.36369909e-08 4.17472634e-08 3.97689668e-08 3.34858257e-08]",2386.260497380346,2140.250183091155,4797.957375652552,1.0881236,15.939025117702226,0.00020176294,0.021381458,448.28967
0Ees8KFCUXM_out.wav,1,10.0,0.74072266,44100,0.059066170606148494,"[-148.45717    199.78625    -70.96124     34.149467   -11.842177
   -5.513555     9.902276   -12.032682    19.25962      0.2776086
    2.669263     7.850535     1.103176 ]","[0.6239228  0.5819974  0.5126931  0.48990503 0.45401585 0.40608722
 0.40126798 0.43533102 0.42396712 0.4285282  0.43829724 0.5278361 ]","[4.7818935e+01 1.7823235e+01 4.0820384e+00 3.5557268e+00 5.4333429e+00
 1.0329548e+01 9.3949995e+00 1.3434165e+01 9.1961088e+00 6.2131276e+00
 1.3375538e+01 1.4004585e+01 5.3399858e+00 1.7183719e+00 1.5631521e+00
 1.4063953e+00 1.5103916e+00 1.7413291e+00 1.2520776e+00 1.3016573e+00
 8.0779827e-01 3.7855363e-01 2.6686302e-01 1.8315503e-01 2.0775516e-01
 2.3348865e-01 3.3512637e-01 2.4615829e-01 1.1982981e-01 1.0725852e-01
 9.2921019e-02 3.6440291e-02 1.0664812e-02 1.0187824e-04 7.4623736e-06
 5.8395517e-06 4.4212607e-06 1.5862170e-06 9.2229493e-07 8.6846831e-07]",2007.1401934588107,1911.2845974217025,3898.234200532918,1.1504105,18.58740001913229,4.2728938e-05,0.15226328,11193.48
0EymGuYWkFk_out.wav,1,10.0,0.9272003,44100,0.09661681137616009,"[-133.91702    110.19154    -58.778145    30.957668   -15.591997
   18.625242   -11.052669     8.568624   -13.846854     7.398703
  -11.4479475   -1.4041731  -13.671843 ]","[0.26160887 0.27423885 0.2765536  0.20905225 0.25543877 0.3260016
 0.29901558 0.3702225  0.352541   0.49881756 0.51180845 0.37579066]","[8.14314270e+00 1.37633057e+01 1.43304586e+01 2.06590309e+01
 9.71997547e+00 1.30400276e+00 2.57999039e+00 2.13855886e+00
 3.82841372e+00 3.77857351e+00 4.44030190e+00 2.73116446e+00
 2.51037359e+00 2.25001955e+00 2.30766034e+00 5.04149294e+00
 4.61623192e+00 1.71376574e+00 1.36637807e+00 1.02019298e+00
 7.34752119e-01 1.10525548e+00 1.29820406e+00 5.31923711e-01
 3.66195142e-01 3.16670567e-01 2.45069370e-01 3.26035053e-01
 1.93554521e-01 1.16268627e-01 9.44619775e-02 4.64482158e-02
 3.24778557e-02 2.94246133e-02 2.47040372e-02 2.05523651e-02
 1.17221251e-02 1.77616091e-03 3.71783652e-04 1.13460526e-04]",3616.568000277456,3413.473163063854,7147.099937916908,1.137559,20.042789772738825,0.0037613558,0.12976587,8415.552
-4pUrlMafww_out.wav,1,9.890181405895692,0.302063,44100,0.05714896475205399,"[-362.34338   189.25385   -66.41229   -54.127754   26.699265  -10.607895
  -25.457176   19.010557    4.45837   -28.553085   -4.675264    8.133909
  -13.443819]","[0.15686047 0.1491868  0.1606342  0.2511544  0.59679693 0.3899066
 0.19616194 0.18249874 0.28246313 0.38226217 0.25990272 0.23078561]","[3.5265744e-02 3.0932367e-01 1.7158501e-01 8.6626053e-01 1.7071638e+00
 3.5712481e-01 1.9754870e-01 5.0533503e-01 6.7614541e+00 4.0392389e+00
 1.3467535e+00 1.3498123e+00 1.2899863e+01 9.7414446e+00 3.2227695e-01
 3.6565417e-01 3.8188434e-01 2.1005063e-01 2.0969971e-01 1.8217888e-01
 1.6146736e-01 2.8116482e-01 5.6419009e-01 1.7159477e-01 9.5974198e-03
 1.8752053e-05 6.2120635e-06 4.2276856e-06 3.1174359e-06 2.3925099e-06
 1.8500322e-06 1.5368347e-06 1.2266038e-06 9.9884255e-07 8.9992869e-07
 7.3578951e-07 6.3759347e-07 5.4387203e-07 5.0219347e-07 4.6480122e-07]",1677.3963171101577,1193.5963458030085,2938.8020260233275,0.75424266,20.282635219010093,4.9071696e-05,0.07181867,3151.7075
-3bGlOhRkAo_out.wav,1,10.0,1.0,44100,0.08369605115284223,"[-1.3659402e+02  1.2552933e+02 -7.6607018e+01  1.5533764e+01
 -2.0286383e+01  6.4867520e+00  1.7004576e+00 -7.1193900e+00
 -1.5118313e+01  1.2971316e-01 -1.2410594e+01 -7.1229119e+00
 -4.0667238e+00]","[0.40444416 0.32313672 0.26194346 0.3294508  0.5296701  0.38087633
 0.30090004 0.40965286 0.3372851  0.23637038 0.263267   0.30868962]","[1.0331765e+00 5.7352920e+00 2.8079149e+01 3.7674221e+01 4.1601151e+01
 5.2467590e+01 6.5108696e+01 5.5529819e+00 1.2295223e+01 1.4382951e+01
 1.8519712e+01 2.8856670e+01 3.7668415e+01 3.9116661e+01 4.0130852e+01
 9.1219683e+00 3.3599361e+01 1.6306162e+01 5.2205081e+00 1.3957373e+01
 3.1417980e+00 1.9087877e+00 9.1186011e-01 5.9604794e-01 5.5079824e-01
 8.5544580e-01 1.2144732e+00 7.7032626e-01 2.9167253e-01 6.7035332e-02
 2.6672589e-02 1.4606554e-02 8.9406511e-03 4.2088060e-03 2.2622223e-03
 1.2538006e-03 6.6037686e-04 3.3482120e-04 1.5328327e-04 4.8764006e-05]",3031.96784144404,2827.04201837416,5344.081374166183,1.1996796,18.871695835549005,0.0065757735,0.2621707,39108.0
